iter	Passed	Remaining
613	1068	671
614	1073	671
615	1076	671
616	1082	671
617	1084	670
618	1086	668
619	1087	666
620	1089	664
621	1091	663
622	1093	661
623	1095	659
624	1096	658
625	1098	656
626	1099	654
627	1100	652
628	1102	650
629	1103	648
630	1105	646
631	1107	645
632	1114	646
633	1116	644
634	1117	642
635	1118	640
636	1120	638
637	1121	636
638	1123	634
639	1125	632
640	1126	631
641	1128	629
642	1129	627
643	1130	625
644	1132	623
645	1133	621
646	1134	619
647	1135	617
648	1137	615
649	1139	613
650	1140	611
651	1141	609
652	1143	607
653	1144	605
654	1146	603
655	1147	601
656	1148	599
657	1149	597
658	1151	595
659	1152	593
660	1154	592
661	1155	590
662	1157	588
663	1158	586
664	1159	584
665	1161	582
666	1162	580
667	1163	578
668	1165	576
669	1166	574
670	1167	572
671	1169	570
672	1172	569
673	1174	568
674	1176	566
675	1177	564
676	1179	562
677	1180	560
678	1182	558
679	1183	557
680	1187	556
681	1188	554
682	1190	552
683	1191	550
684	1192	548
685	1194	546
686	1195	544
687	1196	542
688	1198	540
689	1200	539
690	1201	537
691	1203	535
692	1204	533
693	1205	531
694	1207	529
695	1208	527
696	1209	525
697	1211	524
698	1212	522
699	1214	520
700	1216	518
701	1217	516
702	1219	515
703	1220	513
704	1221	511
705	1223	509
706	1225	507
707	1227	506
708	1228	504
709	1229	502
710	1231	500
711	1233	498
712	1238	498
713	1240	496
714	1241	494
715	1243	493
716	1244	491
717	1246	489
718	1247	487
719	1249	485
720	1251	484
721	1253	482
722	1254	480
723	1256	479
724	1258	477
725	1259	475
726	1260	473
727	1262	471
728	1264	470
729	1268	469
730	1270	467
731	1271	465
732	1273	463
733	1274	461
734	1275	460
735	1277	458
736	1278	456
737	1279	454
738	1281	452
739	1283	450
740	1284	448
741	1286	447
742	1287	445
743	1288	443
744	1290	441
745	1291	439
746	1293	437
747	1294	436
748	1295	434
749	1297	432
750	1299	430
751	1301	429
752	1303	427
753	1304	425
754	1305	423
755	1307	421
756	1308	420
757	1310	418
758	1311	416
759	1313	414
760	1315	413
761	1316	411
762	1318	409
763	1319	407
764	1320	405
765	1322	403
766	1323	402
767	1324	400
768	1327	398
769	1330	397
770	1331	395
771	1332	393
772	1333	391
773	1335	389
774	1336	388
775	1337	386
776	1339	384
777	1340	382
778	1341	380
779	1344	379
780	1346	377
781	1347	375
782	1348	373
783	1350	372
784	1351	370
785	1352	368
786	1354	366
787	1355	364
788	1356	362
789	1362	362
790	1363	360
791	1365	358
792	1367	357
793	1369	355
794	1371	353
795	1372	351
796	1374	350
797	1378	348
798	1381	347
799	1383	345
800	1385	344
801	1389	343
802	1391	341
803	1394	339
804	1395	338
805	1396	336
806	1398	334
807	1399	332
808	1400	330
809	1402	328
810	1403	327
811	1407	325
812	1409	324
813	1410	322
814	1411	320
815	1413	318
816	1414	316
817	1416	315
818	1417	313
819	1419	311
820	1421	309
821	1422	308
822	1428	307
823	1429	305
824	1431	303
825	1432	301
826	1434	300
827	1435	298
828	1437	296
829	1438	294
830	1440	292
831	1442	291
832	1444	289
833	1445	287
834	1447	285
835	1449	284
836	1450	282
837	1451	280
838	1453	278
839	1455	277
840	1457	275
841	1459	273
842	1461	272
843	1463	270
844	1464	268
845	1466	266
846	1467	265
847	1468	263
848	1470	261
849	1471	259
850	1473	257
851	1474	256
852	1476	254
853	1477	252
854	1479	250
855	1480	249
856	1482	247
857	1483	245
858	1485	243
859	1487	242
860	1488	240
861	1490	238
862	1491	236
863	1492	234
864	1494	233
865	1495	231
866	1496	229
867	1498	227
868	1499	226
869	1500	224
870	1502	222
871	1503	220
872	1505	218
873	1506	217
874	1507	215
875	1509	213
876	1510	211
877	1511	210
878	1513	208
879	1514	206
880	1515	204
881	1517	203
882	1518	201
883	1520	199
884	1521	197
885	1523	195
886	1524	194
887	1525	192
888	1527	190
889	1528	188
890	1529	187
891	1531	185
892	1532	183
893	1534	181
894	1535	180
895	1537	178
896	1538	176
897	1540	174
898	1541	173
899	1542	171
900	1544	169
901	1545	167
902	1546	166
903	1548	164
904	1549	162
905	1551	160
906	1552	159
907	1554	157
908	1555	155
909	1557	153
910	1558	152
911	1560	150
912	1561	148
913	1562	147
914	1564	145
915	1567	143
916	1569	142
917	1570	140
918	1572	138
919	1573	136
920	1574	135
921	1576	133
922	1577	131
923	1579	129
924	1580	128
925	1582	126
926	1583	124
927	1585	122
928	1586	121
929	1587	119
930	1589	117
931	1591	116
932	1592	114
933	1594	112
934	1595	110
935	1597	109
936	1598	107
937	1600	105
938	1601	104
939	1602	102
940	1604	100
941	1605	98
942	1606	97
943	1608	95
944	1609	93
945	1610	91
946	1612	90
947	1613	88
948	1615	86
949	1616	85
950	1617	83
951	1618	81
952	1620	79
953	1621	78
954	1622	76
955	1624	74
956	1626	73
957	1627	71
958	1628	69
959	1630	67
960	1631	66
961	1632	64
962	1634	62
963	1635	61
964	1637	59
965	1638	57
966	1639	55
967	1641	54
968	1642	52
969	1644	50
970	1646	49
971	1647	47
972	1648	45
973	1650	44
974	1652	42
975	1653	40
976	1655	38
977	1656	37
978	1657	35
979	1658	33
980	1660	32
981	1661	30
982	1663	28
983	1664	27
984	1666	25
985	1667	23
986	1668	21
987	1670	20
988	1671	18
989	1673	16
990	1674	15
991	1676	13
992	1677	11
993	1678	10
994	1681	8
995	1682	6
996	1683	5
997	1685	3
998	1686	1
999	1688	0
6	10
994	1747	8
995	1748	7
996	1750	5
997	1752	3
998	1753	1
999	1754	0
996	1810	5
997	1811	3
998	1813	1
999	1815	0
