OBJECTID,year,state,st_case,veh_no,a_wrongwaydrv,a_drdis,a_drdro,a_vrd,a_body,a_imp1,a_vroll,a_lic_s,a_lic_c,a_cdl_s,a_mc_l_s,a_spveh,a_sbus,a_mod_yr,a_fire_exp,a_imp2
51320,2022,48,480992,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2016,1,
51321,2022,48,480993,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2008,1,
51322,2022,48,480994,1,2,1,2,2,2,2,1,1,1,1,4,1,3,2018,2,
51323,2022,48,480994,2,2,2,2,2,2,4,2,1,1,1,4,2,3,2016,1,
51324,2022,48,480994,3,2,2,2,2,4,2,2,1,1,2,4,2,3,2020,1,
51325,2022,48,480995,1,2,2,2,2,7,1,2,4,2,2,3,1,3,2006,1,
51326,2022,48,480995,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2009,1,
51327,2022,48,480995,3,2,2,2,2,3,4,2,3,3,3,4,2,3,2012,1,
51328,2022,48,480996,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2015,1,
51329,2022,48,480996,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2006,1,
51330,2022,48,480997,1,2,2,2,2,1,2,2,1,1,1,4,2,3,2016,1,
51331,2022,48,480998,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2020,1,
51332,2022,48,480999,1,2,2,1,1,2,2,2,1,1,2,4,2,3,2008,1,
51333,2022,48,481001,1,2,2,2,2,4,5,1,1,1,2,4,2,3,2016,1,
51334,2022,48,481001,2,2,2,2,2,6,2,2,3,3,3,4,2,3,2010,1,
51335,2022,48,481002,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1,
51336,2022,48,481002,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2016,1,
51337,2022,48,481003,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2012,1,
51338,2022,48,481003,2,2,2,2,2,7,5,2,4,1,2,1,2,3,2016,1,
51339,2022,48,481004,1,2,2,2,2,3,2,2,1,2,2,4,2,3,2020,1,
51340,2022,48,481004,2,2,2,2,2,3,5,2,1,1,2,4,2,3,2017,1,
51341,2022,48,481005,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2017,1,
51342,2022,48,481005,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2002,1,
51343,2022,48,481006,1,2,2,2,2,7,2,2,4,2,2,2,2,3,2007,1,
51344,2022,48,481006,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2020,1,
51345,2022,48,481007,1,2,2,2,2,3,6,2,3,3,3,4,2,3,2017,1,
51346,2022,48,481008,1,2,2,2,2,2,4,2,1,1,2,4,2,3,2011,1,
51347,2022,48,481009,1,2,2,2,1,3,1,1,2,2,2,4,1,3,2005,1,
51348,2022,48,481011,1,2,2,2,2,3,2,1,2,2,2,4,2,3,2013,1,
51349,2022,48,481011,2,2,2,2,2,2,4,2,1,1,2,4,2,3,2016,1,
51350,2022,48,481012,1,2,2,2,1,7,7,2,4,1,2,1,2,3,2010,1,
51351,2022,48,481013,1,2,1,2,2,2,2,2,1,1,2,4,1,3,2017,1,
51352,2022,48,481013,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2011,1,
51353,2022,48,481014,1,2,2,2,2,2,1,1,2,2,2,4,2,3,2001,1,
51354,2022,48,481015,1,2,2,2,2,3,2,2,2,2,2,4,1,3,2020,1,
51355,2022,48,481015,2,2,2,2,2,2,5,2,1,1,1,4,2,3,2015,1,
51356,2022,48,481016,1,1,2,2,1,3,2,2,1,1,2,4,2,3,2019,1,
51357,2022,48,481017,1,1,1,2,1,2,2,2,1,1,2,4,2,3,2020,1,
51358,2022,48,481017,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1,
51359,2022,48,481018,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
51360,2022,48,481019,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2007,1,
51361,2022,48,481020,1,2,2,2,2,2,1,2,1,1,1,4,2,3,2022,1,
51362,2022,48,481022,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2001,1,
51363,2022,48,481022,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2008,1,
51364,2022,48,481023,1,2,2,2,1,3,2,2,1,1,2,4,1,3,2017,1,
51365,2022,48,481024,1,2,2,2,2,4,2,1,1,1,2,4,2,3,2017,2,
51366,2022,48,481024,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2007,2,
51367,2022,48,481026,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
51368,2022,48,481027,1,2,2,2,2,1,3,2,2,2,2,4,2,3,2014,1,
51369,2022,48,481027,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1,
51370,2022,48,481028,1,2,2,2,1,2,7,1,2,2,2,4,2,3,2021,2,
51371,2022,48,481029,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1,
51372,2022,48,481030,1,2,2,2,1,3,2,2,2,2,2,4,2,3,2004,1,
51373,2022,48,481031,1,2,2,2,1,2,7,1,2,2,2,4,2,3,2003,1,
51374,2022,48,481032,1,2,2,2,2,2,2,2,1,1,2,4,1,3,2019,1,
51375,2022,48,481033,1,2,2,2,2,2,2,2,1,1,2,4,2,3,1998,1,
51376,2022,48,481034,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
51377,2022,48,481035,1,2,2,2,1,2,5,1,1,1,2,4,2,3,2009,1,
51378,2022,48,481037,1,1,2,2,2,3,2,2,1,1,2,4,2,3,2017,1,
51379,2022,48,481037,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1,
51380,2022,48,481038,1,2,2,2,2,6,2,2,1,1,2,4,1,3,2018,1,
51381,2022,48,481038,2,2,2,2,2,3,2,2,3,3,3,4,2,3,2017,1,
51382,2022,48,481038,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1,
51383,2022,48,481039,1,2,2,2,2,7,5,2,4,1,2,1,2,3,2015,1,
51384,2022,48,481039,2,2,2,2,2,2,3,2,1,1,2,4,2,3,2007,1,
51385,2022,48,481040,1,2,2,2,1,1,5,2,1,1,2,4,2,3,2004,1,
51386,2022,48,481041,1,2,2,2,2,7,1,2,4,1,1,1,2,3,2008,1,
51387,2022,48,481042,1,2,1,2,1,9,7,2,3,3,3,4,2,3,9999,1,
51388,2022,48,481043,1,2,2,2,1,1,1,1,2,2,2,4,1,3,2012,1,
51389,2022,48,481044,1,2,2,2,2,3,5,2,1,1,2,4,2,3,2016,1,
51390,2022,48,481044,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2010,1,
51391,2022,48,481045,1,2,2,2,1,3,1,1,3,3,3,4,2,3,2009,1,
51392,2022,48,481045,2,2,2,2,2,2,6,2,1,1,2,4,2,3,2020,1,
51393,2022,48,481046,1,2,2,2,2,6,3,2,1,1,1,4,2,3,1999,1,
51394,2022,48,481046,2,2,2,2,2,3,5,2,2,2,2,4,2,3,2019,1,
51395,2022,48,481046,3,2,2,2,2,1,3,2,1,1,2,4,2,3,2020,2,
51396,2022,48,481047,1,2,1,2,2,3,3,2,1,1,2,4,2,3,2019,1,
51397,2022,48,481048,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2014,1,
51398,2022,48,481049,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2016,1,
51399,2022,48,481050,1,2,1,2,2,7,2,2,4,1,2,1,2,3,2013,1,
51400,2022,48,481050,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2008,1,
51401,2022,48,481051,1,2,1,2,2,2,2,2,1,1,2,4,1,3,2018,1,
51402,2022,48,481051,2,2,2,2,2,6,4,2,1,1,2,4,2,3,2001,1,
51403,2022,48,481051,3,2,2,2,1,6,2,2,3,3,3,4,2,3,2020,1,
51404,2022,48,481052,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2003,1,
51405,2022,48,481052,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2004,1,
51406,2022,48,481053,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2019,1,
51407,2022,48,481054,1,2,2,2,1,1,1,1,1,1,2,4,1,3,2008,1,
51408,2022,48,481055,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1,
51409,2022,48,481056,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
51410,2022,48,481057,1,2,2,2,2,1,2,2,2,2,2,4,1,3,2007,1,
51411,2022,48,481057,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2020,1,
51412,2022,48,481058,1,2,1,2,1,1,2,1,1,1,2,4,2,3,2005,1,
51413,2022,48,481059,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2022,1,
51414,2022,48,481060,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2019,1,
51415,2022,48,481060,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2015,1,
51416,2022,48,481061,1,2,2,2,2,9,2,2,3,3,3,4,1,3,9999,1,
51417,2022,48,481062,1,2,2,2,1,1,5,2,1,1,2,4,1,3,2004,1,
51418,2022,48,481063,1,2,2,2,1,2,7,2,2,2,2,4,1,3,2016,1,
51419,2022,48,481064,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1,
51420,2022,48,481065,1,2,2,2,1,3,2,1,1,1,2,4,1,3,2011,2,
51421,2022,48,481066,1,2,2,2,1,2,2,2,1,1,2,4,1,3,2009,1,
51422,2022,48,481067,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2013,1,
51423,2022,48,481067,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1,
51424,2022,48,481068,1,2,2,2,1,1,2,2,1,1,2,4,2,3,1963,1,
51425,2022,48,481068,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2001,1,
51426,2022,48,481069,1,1,2,2,2,4,2,2,1,1,2,4,2,3,2010,1,
51427,2022,48,481069,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1,
51428,2022,48,481070,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2001,1,
51429,2022,48,481071,1,2,2,2,1,1,7,2,2,2,2,4,1,3,2006,1,
51430,2022,48,481073,1,2,2,2,1,7,7,2,4,2,2,2,1,3,2008,1,
51431,2022,48,481074,1,2,2,2,2,1,4,2,2,2,2,4,2,3,2007,1,
51432,2022,48,481074,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2019,1,
51433,2022,48,481075,1,2,2,2,2,2,5,1,1,1,2,4,1,3,2004,1,
51434,2022,48,481075,2,2,2,2,2,2,4,2,1,2,2,4,2,3,2007,1,
51435,2022,48,481076,1,2,1,2,1,2,2,2,1,1,2,4,2,3,2019,1,
51436,2022,48,481077,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2020,1,
51437,2022,48,481077,2,2,2,2,2,7,3,2,4,1,2,1,2,3,2007,1,
51438,2022,48,481077,3,2,2,2,2,7,3,2,4,2,2,3,2,3,2003,1,
51439,2022,48,481078,1,2,2,2,1,4,1,1,2,2,2,4,2,3,2005,1,
51440,2022,48,481079,1,2,2,2,2,1,2,1,3,3,3,4,1,3,2013,1,
51441,2022,48,481079,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2012,1,
51442,2022,48,481081,1,2,2,2,2,1,3,1,1,1,2,4,2,3,2018,2,
51443,2022,48,481082,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2015,1,
51444,2022,48,481083,1,2,2,2,1,7,6,2,4,1,2,1,2,3,1999,1,
51445,2022,48,481084,1,2,2,2,1,1,5,2,1,1,2,4,2,3,2006,1,
51446,2022,48,481085,1,2,2,2,1,1,7,2,2,2,2,4,1,3,2001,1,
51447,2022,48,481086,1,2,2,2,2,1,2,2,1,2,2,4,2,3,2007,1,
51448,2022,48,481086,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2013,1,
51449,2022,48,481086,3,2,2,2,2,2,5,2,1,1,2,4,2,3,2020,1,
51450,2022,48,481086,4,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1,
51451,2022,48,481086,5,2,2,2,2,1,5,2,1,1,2,4,2,3,2017,1,
51452,2022,48,481087,1,2,2,2,2,3,2,2,3,3,3,4,2,3,2018,1,
51453,2022,48,481088,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2019,1,
51454,2022,48,481088,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2009,1,
51455,2022,48,481089,1,2,2,2,1,1,1,1,1,1,2,4,1,3,2016,1,
51456,2022,48,481089,2,2,2,2,1,1,2,2,1,1,2,4,1,3,2011,1,
51457,2022,48,481090,1,2,2,2,1,3,2,2,1,1,2,4,2,3,1998,1,
51458,2022,48,481091,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2021,1,
51459,2022,48,481091,2,2,2,2,2,1,5,2,2,2,2,4,2,3,2010,1,
51460,2022,48,481092,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2010,1,
51461,2022,48,481092,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2016,1,
51462,2022,48,481093,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2001,1,
51463,2022,48,481094,1,2,1,2,2,1,5,2,1,1,2,4,2,3,2016,1,
51464,2022,48,481094,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2013,1,
51465,2022,48,481096,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2006,1,
51466,2022,48,481097,1,2,2,2,1,6,2,2,1,1,2,4,1,3,1999,1,
51467,2022,48,481098,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2005,1,
51468,2022,48,481098,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2018,1,
51469,2022,48,481099,1,2,2,2,1,3,2,2,2,2,2,4,2,3,2020,1,
51470,2022,48,481099,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2020,1,
51471,2022,48,481100,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2015,1,
51472,2022,48,481100,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2017,2,
51473,2022,48,481101,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2002,1,
51474,2022,48,481101,2,2,2,2,2,6,4,2,3,3,3,4,2,3,2019,1,
51475,2022,48,481101,3,2,2,2,2,6,4,2,1,1,2,4,2,3,2018,1,
51476,2022,48,481101,4,2,2,2,2,6,2,2,1,1,1,4,1,3,2014,1,
51477,2022,48,481102,1,2,2,2,1,2,1,1,1,1,2,4,2,3,2004,1,
51478,2022,48,481103,1,2,2,2,2,6,1,1,1,1,1,4,2,3,1999,1,
51479,2022,48,481103,2,2,2,2,2,1,6,2,1,1,2,4,2,3,2007,1,
51480,2022,48,481104,1,2,2,2,2,1,3,2,2,2,2,4,2,3,2007,1,
51481,2022,48,481104,2,2,2,2,2,7,2,2,4,1,1,1,2,3,2005,1,
51482,2022,48,481105,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2004,2,
51483,2022,48,481105,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2001,2,
51484,2022,48,481105,3,2,2,2,2,2,5,2,1,1,2,4,2,3,2022,1,
51485,2022,48,481106,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
51486,2022,48,481107,1,2,2,2,1,1,3,2,1,1,2,4,2,3,2010,1,
51487,2022,48,481108,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2003,1,
51488,2022,48,481109,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2012,1,
51489,2022,48,481109,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
51490,2022,48,481110,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2007,1,
51491,2022,48,481110,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1,
51492,2022,48,481111,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2019,2,
51493,2022,48,481112,1,2,2,2,1,7,1,2,4,1,2,1,1,3,2005,1,
51494,2022,48,481113,1,2,1,2,2,3,2,2,1,1,2,4,1,3,2011,1,
51495,2022,48,481114,1,2,2,2,1,2,7,1,1,1,1,4,1,3,2008,1,
51496,2022,48,481115,1,2,2,2,1,7,1,2,4,2,2,3,1,3,2003,1,
51497,2022,48,481116,1,2,2,2,1,1,3,2,2,2,2,4,1,3,2010,1,
51498,2022,48,481116,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1,
51499,2022,48,481117,1,2,1,2,1,7,2,2,4,1,2,1,1,3,1996,1,
51500,2022,48,481117,2,2,2,2,2,6,3,2,1,1,1,4,2,3,2007,1,
51501,2022,48,481118,1,2,2,2,1,2,1,1,2,2,2,4,2,3,2014,1,
51502,2022,48,481119,1,2,2,2,2,2,2,2,1,1,1,4,2,3,2012,1,
51503,2022,48,481120,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1,
51504,2022,48,481122,1,2,2,2,2,1,2,2,1,1,1,4,2,3,2019,1,
51505,2022,48,481122,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2008,1,
51506,2022,48,481122,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1,
51507,2022,48,481123,1,2,2,2,1,2,3,2,3,3,3,4,2,3,2007,1,
51508,2022,48,481123,2,2,2,2,1,7,7,2,4,2,2,3,1,3,2022,1,
51509,2022,48,481124,1,2,1,2,1,1,2,1,1,1,2,4,1,3,2011,1,
51510,2022,48,481125,1,2,1,2,1,2,2,2,1,1,2,4,2,3,2021,1,
51511,2022,48,481125,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1,
51512,2022,48,481126,1,2,2,2,2,3,2,2,3,3,3,4,2,3,2000,1,
51513,2022,48,481127,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
51514,2022,48,481128,1,2,2,2,2,3,3,2,1,1,2,4,2,3,2018,1,
51515,2022,48,481128,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2021,1,
51516,2022,48,481129,1,2,2,2,1,3,7,2,1,1,2,4,2,3,2019,1,
51517,2022,48,481130,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2009,1,
51518,2022,48,481130,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2011,1,
51519,2022,48,481132,1,2,2,2,1,2,2,1,2,2,2,4,1,3,2008,1,
51520,2022,48,481133,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2021,1,
51521,2022,48,481134,1,2,2,2,1,6,1,1,2,2,2,4,2,3,2018,1,
51522,2022,48,481135,1,2,2,2,2,6,4,2,1,1,1,4,2,3,2020,1,
51523,2022,48,481135,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2006,1,
51524,2022,48,481135,3,2,2,2,2,3,4,2,1,1,2,4,2,3,2021,1,
51525,2022,48,481135,4,2,2,2,2,6,2,2,1,1,1,4,1,3,2018,1,
51526,2022,48,481135,5,2,2,2,2,2,3,2,1,1,2,4,2,3,2019,1,
51527,2022,48,481136,1,2,2,2,1,7,2,2,4,2,2,3,1,3,2008,1,
51528,2022,48,481137,1,2,2,2,2,2,5,2,1,1,2,4,2,3,2006,1,
51529,2022,48,481137,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
51530,2022,48,481138,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2003,1,
51531,2022,48,481139,1,2,2,2,1,3,1,1,1,1,2,4,2,3,1994,1,
51532,2022,48,481140,1,2,2,2,1,6,2,2,1,1,1,4,2,3,2017,1,
51533,2022,48,481141,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2014,1,
51534,2022,48,481142,1,2,2,2,1,3,1,1,1,1,2,4,2,3,2020,1,
51535,2022,48,481143,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1,
51536,2022,48,481144,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2013,1,
51537,2022,48,481145,1,2,2,2,2,7,2,2,4,2,1,3,1,3,2016,1,
51538,2022,48,481145,2,2,2,2,2,3,5,2,1,1,2,4,2,3,2015,1,
51539,2022,48,481146,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2013,1,
51540,2022,48,481147,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1,
51541,2022,48,481148,1,2,2,2,2,1,2,2,1,1,2,4,1,3,1999,1,
51542,2022,48,481148,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2008,1,
51543,2022,48,481148,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1,
51544,2022,48,481149,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2006,1,
51545,2022,48,481149,2,2,2,2,2,6,3,2,2,2,2,4,2,3,2007,1,
51546,2022,48,481150,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2018,1,
51547,2022,48,481151,1,2,2,2,2,6,2,1,1,1,1,4,2,3,2007,1,
51548,2022,48,481151,2,2,2,2,2,4,5,1,2,2,2,4,2,3,2011,1,
51549,2022,48,481152,1,2,2,2,2,1,2,2,2,2,2,4,1,3,2011,1,
51550,2022,48,481152,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2005,1,
51551,2022,48,481152,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
51552,2022,48,481153,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2019,1,
51553,2022,48,481153,2,2,2,2,2,1,3,2,1,1,1,4,2,3,2020,1,
51554,2022,48,481154,1,1,2,2,1,2,2,2,1,1,2,4,2,3,2015,1,
51555,2022,48,481154,2,2,2,2,2,1,2,2,1,2,2,4,2,3,2014,1,
51556,2022,48,481155,1,2,1,2,2,7,2,2,4,1,2,1,1,3,1991,1,
51557,2022,48,481155,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2011,1,
51558,2022,48,481156,1,2,2,2,2,7,1,2,4,2,2,3,2,3,2016,1,
51559,2022,48,481157,1,2,2,2,1,2,3,2,1,1,1,4,2,3,2015,1,
51560,2022,48,481157,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2021,1,
51561,2022,48,481157,3,2,2,2,2,6,4,2,1,1,1,4,2,3,2006,1,
51562,2022,48,481158,1,2,2,2,1,3,2,2,1,1,2,4,1,3,2021,2,
51563,2022,48,481159,1,2,2,2,2,3,2,1,1,1,2,4,1,3,2013,1,
51564,2022,48,481159,2,2,2,2,2,2,5,1,2,2,2,4,2,3,1991,1,
51565,2022,48,481160,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2013,1,
51566,2022,48,481161,1,1,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
51567,2022,48,481161,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1,
51568,2022,48,481162,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2022,1,
51569,2022,48,481163,1,2,2,2,1,7,7,2,4,1,1,1,1,3,2021,1,
51570,2022,48,481164,1,2,2,1,1,2,1,1,1,1,2,4,2,3,2003,1,
51571,2022,48,481165,1,2,2,1,1,3,2,2,1,1,1,4,2,3,2000,1,
51572,2022,48,481166,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1,
51573,2022,48,481166,2,2,2,2,2,1,5,2,2,2,2,4,2,3,2019,1,
51574,2022,48,481166,3,2,2,2,2,1,2,2,2,2,2,4,2,3,2003,1,
51575,2022,48,481167,1,2,2,2,2,2,5,2,1,1,2,4,1,3,2007,1,
51576,2022,48,481167,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2020,1,
51577,2022,48,481168,1,2,1,2,1,1,2,2,2,2,2,4,2,3,1999,1,
51578,2022,48,481169,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2014,1,
51579,2022,48,481169,2,2,2,2,1,6,2,2,1,1,2,4,2,3,2018,1,
51580,2022,48,481170,1,2,2,2,2,6,4,2,1,1,1,4,2,3,2001,1,
51581,2022,48,481170,2,2,2,2,2,2,2,2,1,1,2,4,1,3,2006,1,
51582,2022,48,481171,1,2,2,2,2,3,2,1,1,1,2,4,2,3,2021,1,
51583,2022,48,481171,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1,
51584,2022,48,481172,1,2,1,2,2,3,2,2,1,1,2,4,2,3,2013,1,
51585,2022,48,481172,2,2,2,2,2,7,2,2,4,1,1,1,2,3,2001,1,
51586,2022,48,481173,1,1,2,2,1,3,2,2,2,2,2,4,2,3,2004,1,
51587,2022,48,481173,2,2,2,2,2,4,2,2,2,2,2,4,2,3,1998,1,
51588,2022,48,481174,1,2,1,2,1,3,2,2,2,2,2,4,2,3,2011,1,
51589,2022,48,481175,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1,
51590,2022,48,481175,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2020,1,
51591,2022,48,481176,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2013,1,
51592,2022,48,481177,1,2,2,2,1,2,2,1,1,2,2,4,2,3,2000,1,
51593,2022,48,481178,1,2,2,2,2,2,4,2,3,3,3,4,2,3,2000,1,
51594,2022,48,481179,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2017,1,
51595,2022,48,481180,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1,
51596,2022,48,481180,2,2,2,2,2,1,3,2,2,2,2,4,2,3,2000,1,
51597,2022,48,481180,3,2,2,2,2,3,2,2,2,2,2,4,2,3,2008,1,
51598,2022,48,481181,1,2,2,2,1,2,2,1,1,1,2,4,1,3,2009,1,
51599,2022,48,481182,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2006,1,
51600,2022,48,481182,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2004,1,
51601,2022,48,481183,1,2,1,2,1,1,3,2,1,1,2,4,1,3,2020,1,
51602,2022,48,481184,1,2,2,2,2,6,4,2,1,1,1,4,2,3,2020,1,
51603,2022,48,481184,2,2,2,2,2,1,2,2,1,1,2,4,1,3,2016,1,
51604,2022,48,481186,1,2,2,2,2,1,5,1,2,2,2,4,1,3,2006,1,
51605,2022,48,481186,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2017,1,
51606,2022,48,481187,1,2,1,2,2,1,3,2,1,1,2,4,2,3,2021,1,
51607,2022,48,481187,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2011,1,
51608,2022,48,481188,1,2,2,2,2,6,3,2,1,1,2,4,2,3,1997,1,
51609,2022,48,481188,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2003,1,
51610,2022,48,481189,1,2,2,2,1,2,5,2,1,1,2,4,2,3,2019,1,
51611,2022,48,481189,2,2,2,2,2,2,3,2,3,3,3,4,2,3,2007,1,
51612,2022,48,481190,1,2,2,1,1,1,1,1,1,1,2,4,2,3,2014,1,
51613,2022,48,481191,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2019,1,
51614,2022,48,481192,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2001,1,
51615,2022,48,481193,1,2,1,2,1,7,7,2,4,2,2,3,1,3,2016,1,
51616,2022,48,481194,1,2,2,2,1,7,3,2,4,1,2,1,1,3,2006,1,
51617,2022,48,481195,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2008,1,
51618,2022,48,481196,1,2,2,2,2,3,3,2,1,1,2,4,2,3,2011,1,
51619,2022,48,481196,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1,
51620,2022,48,481197,1,2,2,2,2,2,5,2,1,1,1,4,2,3,2019,1,
51621,2022,48,481197,2,2,2,2,1,7,2,2,4,1,2,1,1,3,2021,1,
51622,2022,48,481198,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2004,2,
51623,2022,48,481199,1,2,2,2,2,6,3,2,1,1,2,4,2,3,2020,1,
51624,2022,48,481199,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2003,1,
51625,2022,48,481200,1,2,1,2,2,8,2,2,1,1,1,4,2,1,2021,1,
51626,2022,48,481201,1,2,2,2,1,1,2,2,2,2,2,4,1,3,2013,1,
51627,2022,48,481201,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
